"usuario_id","idade","genero","historico_compras","categoria_preferida","tempo_na_plataforma","produtos_visualizados","nivel_atividade","realizou_compra","churn","produto_recomendado"
358,43,"Feminino","Médio","Beleza",2,27,"Alto","Não","Não","E"
359,60,"Feminino","Baixo","Casa",22,20,"Médio","Sim","Sim","D"
360,42,"Masculino","Baixo","Casa",3,22,"Alto","Sim","Não","A"
361,64,"Feminino","Baixo","Eletrônicos",4,32,"Médio","Não","Não","E"
362,43,"Masculino","Médio","Moda",12,11,"Médio","Não","Não","C"
363,52,"Feminino","Alto","Casa",19,14,"Alto","Sim","Não","E"
364,33,"Masculino","Baixo","Beleza",19,24,"Alto","Sim","Sim","B"
365,27,"Masculino","Médio","Casa",4,12,"Alto","Não","Não","D"
366,39,"Feminino","Médio","Casa",14,13,"Médio","Sim","Sim","C"
367,18,"Masculino","Alto","Casa",18,18,"Alto","Não","Sim","B"
368,49,"Feminino","Baixo","Casa",2,15,"Médio","Não","Não","A"
369,56,"Feminino","Médio","Beleza",9,24,"Alto","Não","Não","A"
370,18,"Feminino","Médio","Moda",20,18,"Baixo","Não","Não","B"
371,43,"Masculino","Médio","Eletrônicos",14,19,"Médio","Sim","Não","C"
372,34,"Masculino","Alto","Eletrônicos",18,15,"Alto","Sim","Sim","A"
373,64,"Masculino","Médio","Casa",19,26,"Baixo","Não","Sim","C"
374,45,"Feminino","Médio","Moda",12,23,"Médio","Não","Não","B"
375,45,"Masculino","Médio","Esportes",6,17,"Médio","Não","Não","C"
376,32,"Masculino","Baixo","Casa",15,12,"Alto","Não","Não","A"
377,61,"Feminino","Médio","Moda",20,18,"Alto","Não","Sim","A"
378,50,"Feminino","Médio","Beleza",13,14,"Alto","Sim","Não","C"
379,18,"Feminino","Médio","Casa",15,30,"Alto","Não","Sim","D"
380,58,"Feminino","Médio","Esportes",24,20,"Alto","Não","Sim","B"
381,26,"Masculino","Médio","Beleza",13,17,"Médio","Não","Sim","D"
382,20,"Masculino","Médio","Eletrônicos",18,21,"Alto","Não","Sim","C"
383,26,"Masculino","Baixo","Casa",21,25,"Médio","Sim","Sim","E"
384,44,"Feminino","Baixo","Beleza",9,17,"Médio","Não","Sim","A"
385,44,"Feminino","Alto","Moda",22,20,"Baixo","Sim","Sim","C"
386,48,"Feminino","Médio","Beleza",12,13,"Baixo","Sim","Sim","C"
387,41,"Masculino","Médio","Esportes",16,22,"Alto","Não","Sim","B"
388,62,"Masculino","Alto","Esportes",24,21,"Médio","Sim","Não","D"
389,53,"Masculino","Médio","Eletrônicos",20,23,"Baixo","Não","Não","B"
390,25,"Feminino","Alto","Eletrônicos",10,20,"Alto","Sim","Não","E"
391,43,"Feminino","Médio","Beleza",13,18,"Baixo","Sim","Não","E"
392,55,"Feminino","Alto","Eletrônicos",4,17,"Alto","Não","Não","C"
393,52,"Masculino","Alto","Beleza",16,18,"Médio","Sim","Sim","B"
394,63,"Masculino","Alto","Esportes",2,17,"Alto","Não","Não","A"
395,47,"Feminino","Baixo","Esportes",13,19,"Alto","Não","Não","D"
396,56,"Masculino","Baixo","Eletrônicos",19,23,"Alto","Não","Não","C"
397,52,"Masculino","Médio","Casa",19,27,"Médio","Sim","Não","A"
398,64,"Feminino","Médio","Beleza",21,20,"Médio","Sim","Sim","E"
399,31,"Feminino","Baixo","Moda",12,27,"Médio","Sim","Sim","A"
400,32,"Feminino","Médio","Beleza",5,11,"Baixo","Sim","Sim","E"
401,35,"Masculino","Baixo","Casa",12,19,"Alto","Não","Não","B"
402,39,"Masculino","Médio","Eletrônicos",17,16,"Médio","Não","Não","C"
403,61,"Feminino","Baixo","Esportes",11,16,"Baixo","Sim","Sim","D"
404,44,"Feminino","Baixo","Beleza",5,25,"Baixo","Não","Não","B"
405,24,"Masculino","Alto","Casa",1,25,"Médio","Sim","Sim","A"
406,32,"Masculino","Baixo","Casa",20,13,"Alto","Não","Não","B"
407,38,"Masculino","Baixo","Eletrônicos",9,13,"Alto","Não","Sim","A"
408,28,"Masculino","Médio","Casa",20,15,"Baixo","Não","Sim","D"
409,20,"Feminino","Médio","Esportes",5,24,"Médio","Não","Sim","C"
410,37,"Masculino","Baixo","Casa",15,17,"Alto","Sim","Não","B"
411,31,"Feminino","Médio","Esportes",9,19,"Médio","Sim","Sim","E"
412,29,"Feminino","Alto","Eletrônicos",11,15,"Baixo","Não","Não","C"
413,61,"Masculino","Médio","Eletrônicos",13,17,"Médio","Não","Não","B"
414,37,"Masculino","Médio","Eletrônicos",7,23,"Médio","Não","Não","C"
415,24,"Masculino","Baixo","Moda",17,17,"Alto","Sim","Sim","A"
416,53,"Masculino","Médio","Moda",19,20,"Médio","Sim","Não","C"
417,47,"Masculino","Baixo","Esportes",21,20,"Alto","Não","Não","A"
418,41,"Masculino","Baixo","Casa",20,19,"Médio","Não","Não","C"
419,54,"Masculino","Médio","Esportes",14,23,"Alto","Sim","Não","A"
420,48,"Feminino","Alto","Casa",20,23,"Alto","Não","Não","E"
421,48,"Masculino","Baixo","Moda",22,11,"Médio","Não","Sim","E"
422,38,"Feminino","Alto","Esportes",11,19,"Alto","Sim","Não","A"
423,30,"Feminino","Alto","Esportes",23,14,"Baixo","Não","Não","C"
424,43,"Feminino","Baixo","Beleza",16,16,"Médio","Não","Não","C"
425,34,"Feminino","Baixo","Esportes",10,20,"Baixo","Sim","Sim","A"
426,31,"Masculino","Baixo","Esportes",6,22,"Alto","Sim","Sim","A"
427,47,"Feminino","Baixo","Beleza",19,40,"Baixo","Não","Não","E"
428,59,"Feminino","Alto","Moda",8,18,"Baixo","Sim","Sim","D"
429,50,"Feminino","Médio","Beleza",5,28,"Médio","Não","Não","A"
430,33,"Masculino","Médio","Esportes",10,20,"Baixo","Não","Sim","C"
431,48,"Masculino","Médio","Esportes",11,20,"Alto","Não","Sim","B"
432,62,"Feminino","Médio","Casa",8,16,"Baixo","Sim","Não","C"
433,55,"Masculino","Médio","Eletrônicos",19,22,"Baixo","Não","Não","C"
434,63,"Feminino","Alto","Eletrônicos",5,21,"Médio","Não","Sim","D"
435,62,"Masculino","Médio","Beleza",15,23,"Alto","Sim","Não","B"
436,58,"Masculino","Baixo","Casa",2,19,"Médio","Sim","Não","C"
437,56,"Feminino","Médio","Esportes",13,30,"Alto","Não","Sim","E"
438,53,"Masculino","Médio","Esportes",9,27,"Baixo","Não","Sim","B"
439,25,"Feminino","Baixo","Moda",22,28,"Médio","Sim","Sim","B"
440,47,"Feminino","Alto","Casa",8,16,"Alto","Não","Não","A"
441,54,"Masculino","Alto","Beleza",9,17,"Baixo","Sim","Sim","C"
442,38,"Masculino","Baixo","Moda",4,23,"Alto","Não","Sim","B"
443,47,"Masculino","Médio","Beleza",21,21,"Baixo","Não","Não","A"
444,53,"Feminino","Baixo","Beleza",8,20,"Baixo","Não","Não","D"
445,35,"Feminino","Médio","Eletrônicos",21,26,"Médio","Sim","Não","B"
446,34,"Feminino","Médio","Eletrônicos",20,24,"Baixo","Sim","Sim","A"
447,45,"Feminino","Alto","Moda",13,17,"Baixo","Sim","Não","D"
448,62,"Feminino","Médio","Beleza",4,16,"Médio","Não","Não","E"
449,41,"Masculino","Alto","Moda",5,28,"Baixo","Não","Não","C"
450,60,"Feminino","Médio","Beleza",6,17,"Médio","Sim","Não","C"
451,39,"Masculino","Baixo","Eletrônicos",20,19,"Médio","Não","Não","A"
452,60,"Feminino","Baixo","Casa",3,26,"Alto","Sim","Sim","D"
453,64,"Masculino","Alto","Beleza",15,25,"Médio","Não","Não","A"
454,20,"Feminino","Alto","Beleza",15,21,"Médio","Não","Não","E"
455,61,"Feminino","Baixo","Moda",7,28,"Alto","Sim","Não","D"
456,60,"Masculino","Médio","Beleza",21,26,"Baixo","Não","Sim","A"
457,37,"Feminino","Médio","Moda",14,19,"Baixo","Sim","Não","E"
458,56,"Masculino","Alto","Casa",22,10,"Baixo","Não","Sim","E"
459,64,"Masculino","Médio","Moda",21,17,"Médio","Sim","Não","D"
460,25,"Feminino","Médio","Beleza",23,16,"Alto","Não","Não","C"
461,55,"Feminino","Alto","Moda",6,21,"Baixo","Sim","Não","D"
462,48,"Masculino","Baixo","Beleza",24,27,"Baixo","Sim","Não","D"
463,64,"Masculino","Alto","Moda",12,19,"Médio","Não","Sim","A"
464,60,"Masculino","Baixo","Eletrônicos",16,10,"Médio","Não","Sim","C"
465,25,"Masculino","Médio","Eletrônicos",22,16,"Médio","Sim","Sim","A"
466,52,"Masculino","Médio","Beleza",23,20,"Baixo","Sim","Sim","D"
467,47,"Masculino","Baixo","Moda",14,17,"Médio","Sim","Sim","A"
468,63,"Feminino","Alto","Beleza",21,17,"Médio","Não","Sim","A"
469,46,"Feminino","Alto","Casa",23,25,"Alto","Não","Não","C"
470,44,"Feminino","Médio","Eletrônicos",14,23,"Médio","Não","Não","E"
471,53,"Masculino","Baixo","Casa",23,30,"Baixo","Sim","Sim","C"
472,62,"Feminino","Baixo","Moda",1,13,"Baixo","Não","Não","D"
473,59,"Feminino","Médio","Moda",20,20,"Alto","Sim","Não","D"
474,57,"Feminino","Médio","Esportes",2,18,"Baixo","Não","Sim","B"
475,46,"Feminino","Médio","Esportes",17,18,"Baixo","Não","Não","A"
476,38,"Masculino","Alto","Moda",5,23,"Alto","Não","Não","A"
477,45,"Masculino","Alto","Eletrônicos",1,28,"Médio","Sim","Não","A"
478,41,"Feminino","Baixo","Casa",11,23,"Médio","Sim","Sim","A"
479,56,"Masculino","Baixo","Casa",20,25,"Médio","Sim","Não","D"
480,28,"Feminino","Baixo","Casa",9,15,"Médio","Não","Não","D"
481,53,"Masculino","Médio","Eletrônicos",21,17,"Médio","Sim","Sim","E"
482,48,"Feminino","Alto","Beleza",2,12,"Alto","Sim","Não","C"
483,32,"Feminino","Baixo","Esportes",7,24,"Médio","Não","Não","D"
484,29,"Feminino","Alto","Beleza",1,18,"Médio","Sim","Não","A"
485,21,"Feminino","Médio","Esportes",5,21,"Baixo","Não","Sim","B"
486,27,"Feminino","Médio","Esportes",7,14,"Alto","Não","Sim","A"
487,42,"Feminino","Médio","Esportes",9,16,"Baixo","Não","Não","C"
488,39,"Masculino","Alto","Esportes",3,24,"Alto","Sim","Sim","E"
489,48,"Feminino","Baixo","Casa",16,20,"Alto","Não","Não","C"
490,29,"Masculino","Alto","Casa",17,24,"Alto","Sim","Não","E"
491,23,"Feminino","Médio","Moda",13,13,"Baixo","Não","Não","C"
492,35,"Masculino","Alto","Eletrônicos",10,21,"Baixo","Não","Não","E"
493,24,"Feminino","Baixo","Moda",21,19,"Médio","Não","Sim","A"
494,29,"Masculino","Médio","Moda",4,29,"Médio","Sim","Não","A"
495,27,"Feminino","Médio","Eletrônicos",22,25,"Baixo","Não","Sim","B"
496,37,"Feminino","Alto","Eletrônicos",16,19,"Médio","Não","Não","A"
497,18,"Feminino","Baixo","Beleza",15,15,"Alto","Sim","Não","A"
498,35,"Masculino","Alto","Casa",12,22,"Médio","Sim","Não","D"
499,62,"Feminino","Médio","Beleza",11,27,"Baixo","Não","Não","C"
500,31,"Masculino","Médio","Esportes",12,16,"Médio","Sim","Não","D"
501,55,"Masculino","Baixo","Esportes",1,21,"Alto","Sim","Não","A"
502,41,"Feminino","Baixo","Esportes",9,24,"Baixo","Sim","Não","E"
503,47,"Masculino","Médio","Casa",6,17,"Médio","Não","Sim","D"
504,43,"Feminino","Baixo","Moda",17,15,"Alto","Não","Não","C"
505,23,"Feminino","Baixo","Esportes",22,20,"Baixo","Não","Não","D"
506,25,"Feminino","Médio","Casa",19,29,"Baixo","Não","Sim","A"
507,22,"Masculino","Alto","Beleza",6,22,"Médio","Não","Não","B"
508,41,"Masculino","Baixo","Beleza",10,23,"Médio","Sim","Não","B"
509,53,"Masculino","Médio","Casa",12,14,"Alto","Sim","Não","A"
510,40,"Feminino","Alto","Casa",3,33,"Baixo","Sim","Sim","B"
511,48,"Masculino","Médio","Esportes",10,18,"Baixo","Sim","Sim","E"
512,39,"Masculino","Alto","Casa",7,20,"Alto","Sim","Não","E"
513,35,"Masculino","Alto","Moda",14,20,"Médio","Não","Não","C"
514,52,"Masculino","Alto","Beleza",10,22,"Médio","Sim","Não","D"
515,49,"Masculino","Médio","Beleza",22,23,"Médio","Não","Não","E"
516,63,"Masculino","Alto","Beleza",5,19,"Médio","Sim","Não","C"
517,55,"Feminino","Alto","Casa",22,17,"Médio","Não","Sim","E"
518,25,"Masculino","Baixo","Moda",14,27,"Alto","Não","Sim","E"
519,56,"Masculino","Médio","Casa",23,20,"Médio","Sim","Sim","E"
520,26,"Feminino","Alto","Eletrônicos",3,17,"Baixo","Não","Sim","C"
521,44,"Masculino","Médio","Beleza",4,20,"Alto","Não","Sim","D"
522,28,"Feminino","Alto","Beleza",22,29,"Alto","Não","Não","B"
523,46,"Feminino","Alto","Esportes",21,27,"Médio","Não","Sim","A"
524,65,"Feminino","Médio","Casa",18,20,"Baixo","Sim","Não","C"
525,38,"Feminino","Médio","Esportes",23,14,"Alto","Sim","Sim","D"
526,55,"Feminino","Médio","Beleza",23,23,"Médio","Não","Não","E"
527,21,"Masculino","Baixo","Eletrônicos",20,21,"Médio","Sim","Não","C"
528,38,"Masculino","Alto","Eletrônicos",16,22,"Baixo","Não","Sim","E"
529,56,"Feminino","Baixo","Beleza",21,25,"Médio","Sim","Sim","B"
530,61,"Feminino","Baixo","Beleza",22,15,"Médio","Não","Não","D"
531,49,"Masculino","Médio","Esportes",23,16,"Alto","Sim","Sim","E"
532,36,"Feminino","Médio","Eletrônicos",6,23,"Médio","Sim","Não","C"
533,50,"Feminino","Alto","Moda",11,20,"Baixo","Não","Sim","C"
534,19,"Masculino","Médio","Beleza",14,15,"Médio","Não","Não","C"
535,49,"Feminino","Alto","Eletrônicos",16,17,"Baixo","Sim","Não","E"
536,57,"Masculino","Médio","Beleza",16,21,"Médio","Não","Não","B"
537,55,"Feminino","Alto","Beleza",21,19,"Médio","Sim","Não","D"
538,31,"Masculino","Baixo","Moda",19,21,"Baixo","Não","Sim","A"
539,22,"Masculino","Baixo","Beleza",23,13,"Alto","Sim","Não","B"
540,42,"Masculino","Médio","Eletrônicos",7,12,"Baixo","Sim","Sim","B"
541,47,"Masculino","Médio","Esportes",1,13,"Médio","Sim","Sim","C"
542,23,"Masculino","Médio","Casa",17,19,"Médio","Não","Não","E"
543,27,"Feminino","Médio","Moda",16,16,"Baixo","Sim","Não","D"
544,51,"Feminino","Alto","Moda",17,23,"Médio","Não","Sim","B"
545,23,"Feminino","Baixo","Eletrônicos",23,22,"Médio","Sim","Não","A"
546,60,"Masculino","Médio","Moda",22,21,"Baixo","Não","Não","B"
547,52,"Masculino","Médio","Esportes",4,21,"Médio","Sim","Sim","A"
548,61,"Masculino","Baixo","Esportes",12,22,"Alto","Sim","Não","B"
549,65,"Masculino","Médio","Beleza",16,22,"Baixo","Sim","Não","B"
550,28,"Feminino","Alto","Casa",4,22,"Médio","Não","Não","B"
551,58,"Masculino","Baixo","Casa",23,9,"Baixo","Sim","Não","A"
552,35,"Masculino","Baixo","Moda",7,16,"Baixo","Sim","Não","B"
553,22,"Feminino","Médio","Beleza",10,22,"Alto","Sim","Não","A"
554,29,"Feminino","Baixo","Moda",12,18,"Médio","Não","Não","C"
555,50,"Feminino","Médio","Beleza",19,18,"Médio","Sim","Sim","D"
556,38,"Masculino","Médio","Beleza",21,27,"Alto","Não","Não","C"
557,44,"Masculino","Baixo","Eletrônicos",11,15,"Baixo","Não","Sim","E"
558,64,"Feminino","Alto","Eletrônicos",15,16,"Médio","Não","Sim","B"
559,54,"Feminino","Baixo","Beleza",2,18,"Alto","Sim","Não","B"
560,62,"Feminino","Médio","Casa",20,19,"Médio","Não","Não","D"
561,62,"Masculino","Médio","Esportes",11,17,"Médio","Não","Não","A"
562,54,"Feminino","Baixo","Esportes",10,22,"Baixo","Não","Sim","E"
563,18,"Feminino","Médio","Moda",18,19,"Médio","Não","Não","B"
564,25,"Masculino","Baixo","Moda",15,26,"Alto","Sim","Não","A"
565,62,"Feminino","Baixo","Esportes",11,16,"Alto","Sim","Não","B"
566,20,"Masculino","Médio","Eletrônicos",12,20,"Baixo","Não","Não","B"
567,64,"Feminino","Alto","Esportes",11,21,"Alto","Sim","Sim","B"
568,32,"Feminino","Alto","Casa",4,11,"Médio","Sim","Sim","D"
569,64,"Masculino","Baixo","Esportes",16,19,"Alto","Não","Sim","B"
570,59,"Masculino","Médio","Beleza",5,14,"Médio","Sim","Não","C"
571,40,"Masculino","Médio","Eletrônicos",15,11,"Médio","Não","Não","D"
572,35,"Feminino","Médio","Moda",15,26,"Baixo","Sim","Não","C"
573,33,"Masculino","Baixo","Eletrônicos",4,27,"Baixo","Sim","Não","A"
574,49,"Masculino","Baixo","Esportes",21,20,"Baixo","Sim","Não","D"
575,42,"Feminino","Alto","Casa",10,28,"Médio","Sim","Não","C"
576,56,"Masculino","Baixo","Beleza",21,23,"Alto","Não","Não","B"
577,65,"Feminino","Baixo","Beleza",15,22,"Médio","Sim","Não","E"
578,58,"Feminino","Baixo","Casa",8,25,"Alto","Não","Sim","B"
579,19,"Masculino","Médio","Esportes",13,32,"Médio","Não","Sim","A"
580,27,"Feminino","Médio","Moda",18,15,"Baixo","Não","Sim","D"
581,60,"Feminino","Baixo","Esportes",5,15,"Médio","Não","Não","E"
582,63,"Feminino","Médio","Eletrônicos",5,15,"Médio","Não","Sim","B"
583,33,"Feminino","Médio","Casa",5,21,"Alto","Não","Não","D"
584,60,"Masculino","Baixo","Beleza",12,24,"Alto","Não","Não","D"
585,48,"Feminino","Médio","Moda",14,15,"Médio","Sim","Sim","B"
586,22,"Masculino","Médio","Moda",19,27,"Baixo","Não","Não","E"
587,62,"Masculino","Baixo","Beleza",3,18,"Médio","Sim","Sim","B"
588,58,"Masculino","Médio","Casa",14,18,"Alto","Não","Não","C"
589,53,"Masculino","Alto","Esportes",23,24,"Alto","Não","Não","D"
590,46,"Feminino","Médio","Eletrônicos",8,22,"Alto","Sim","Sim","E"
591,51,"Masculino","Alto","Beleza",1,16,"Alto","Não","Não","A"
592,26,"Masculino","Alto","Esportes",6,23,"Alto","Sim","Não","A"
593,26,"Masculino","Médio","Moda",18,17,"Médio","Não","Não","C"
594,58,"Masculino","Baixo","Eletrônicos",6,28,"Baixo","Sim","Não","E"
595,64,"Masculino","Baixo","Beleza",11,17,"Alto","Não","Não","B"
596,41,"Masculino","Alto","Esportes",12,23,"Baixo","Sim","Não","D"
597,54,"Masculino","Baixo","Esportes",23,26,"Baixo","Sim","Não","B"
598,24,"Feminino","Médio","Esportes",8,18,"Médio","Sim","Sim","A"
599,34,"Feminino","Baixo","Eletrônicos",15,10,"Baixo","Não","Não","D"
600,20,"Masculino","Médio","Esportes",10,24,"Baixo","Não","Não","A"
601,25,"Feminino","Médio","Esportes",1,26,"Baixo","Sim","Sim","B"
602,39,"Masculino","Médio","Eletrônicos",12,19,"Alto","Sim","Não","E"
603,21,"Masculino","Baixo","Esportes",2,22,"Médio","Sim","Não","B"
604,64,"Feminino","Alto","Eletrônicos",17,22,"Médio","Não","Sim","B"
605,51,"Masculino","Alto","Beleza",11,21,"Alto","Sim","Sim","C"
606,34,"Feminino","Baixo","Esportes",1,18,"Médio","Não","Não","B"
607,65,"Feminino","Médio","Moda",6,13,"Baixo","Sim","Não","B"
608,26,"Masculino","Baixo","Beleza",18,18,"Médio","Sim","Não","E"
609,28,"Masculino","Baixo","Esportes",17,12,"Baixo","Sim","Sim","C"
610,58,"Masculino","Baixo","Eletrônicos",5,22,"Baixo","Não","Não","A"
611,27,"Feminino","Alto","Beleza",19,20,"Médio","Não","Sim","B"
612,48,"Feminino","Baixo","Eletrônicos",15,20,"Alto","Não","Não","D"
613,34,"Masculino","Alto","Esportes",16,21,"Baixo","Não","Não","A"
614,36,"Feminino","Médio","Esportes",1,24,"Médio","Não","Sim","B"
615,19,"Feminino","Médio","Eletrônicos",13,19,"Baixo","Não","Não","B"
616,63,"Masculino","Baixo","Eletrônicos",15,16,"Médio","Sim","Não","B"
617,59,"Feminino","Baixo","Casa",3,18,"Médio","Sim","Não","C"
618,58,"Masculino","Médio","Eletrônicos",19,20,"Alto","Não","Sim","D"
619,34,"Masculino","Alto","Esportes",5,20,"Médio","Não","Não","A"
620,61,"Masculino","Alto","Moda",1,21,"Médio","Não","Não","C"
621,32,"Feminino","Médio","Esportes",21,13,"Baixo","Não","Não","A"
622,33,"Masculino","Baixo","Beleza",8,20,"Baixo","Sim","Sim","A"
623,36,"Feminino","Alto","Esportes",6,20,"Médio","Sim","Não","A"
624,25,"Masculino","Alto","Moda",19,18,"Médio","Não","Não","C"
625,35,"Masculino","Médio","Beleza",13,18,"Baixo","Não","Não","E"
626,46,"Masculino","Alto","Esportes",16,24,"Médio","Não","Não","E"
627,34,"Masculino","Baixo","Esportes",5,23,"Médio","Não","Sim","B"
628,40,"Masculino","Baixo","Eletrônicos",10,19,"Médio","Sim","Não","D"
629,41,"Feminino","Médio","Esportes",8,20,"Médio","Não","Sim","B"
630,18,"Feminino","Alto","Esportes",19,20,"Médio","Sim","Não","E"
631,62,"Feminino","Baixo","Beleza",14,23,"Médio","Sim","Não","E"
632,57,"Feminino","Médio","Casa",8,13,"Baixo","Não","Não","B"
633,65,"Feminino","Alto","Moda",18,28,"Médio","Não","Sim","B"
634,27,"Masculino","Baixo","Eletrônicos",23,20,"Médio","Não","Sim","A"
635,54,"Masculino","Baixo","Beleza",24,18,"Médio","Não","Não","E"
636,32,"Feminino","Baixo","Eletrônicos",18,25,"Médio","Sim","Não","E"
637,52,"Masculino","Baixo","Moda",15,21,"Alto","Não","Sim","D"
638,19,"Feminino","Alto","Casa",19,21,"Baixo","Sim","Sim","D"
639,64,"Feminino","Baixo","Moda",12,20,"Médio","Não","Não","D"
640,51,"Feminino","Baixo","Esportes",23,21,"Médio","Não","Não","E"
641,61,"Feminino","Baixo","Beleza",23,24,"Médio","Não","Não","E"
642,61,"Masculino","Alto","Casa",15,22,"Médio","Não","Não","A"
643,20,"Masculino","Médio","Casa",19,20,"Médio","Não","Sim","B"
644,37,"Feminino","Médio","Eletrônicos",5,24,"Médio","Sim","Sim","B"
645,18,"Masculino","Médio","Beleza",14,21,"Baixo","Não","Sim","D"
646,39,"Masculino","Alto","Beleza",14,16,"Médio","Sim","Sim","B"
647,33,"Feminino","Médio","Eletrônicos",17,29,"Alto","Sim","Não","C"
648,56,"Masculino","Médio","Esportes",2,12,"Baixo","Sim","Não","B"
649,27,"Feminino","Alto","Esportes",19,19,"Alto","Sim","Sim","D"
650,64,"Feminino","Baixo","Beleza",7,25,"Alto","Não","Não","D"
651,57,"Feminino","Baixo","Esportes",10,24,"Médio","Sim","Não","E"
652,39,"Feminino","Alto","Moda",14,8,"Médio","Não","Sim","B"
653,46,"Masculino","Baixo","Casa",20,14,"Médio","Não","Sim","B"
654,59,"Masculino","Baixo","Eletrônicos",19,24,"Alto","Sim","Não","C"
655,51,"Feminino","Alto","Esportes",19,12,"Alto","Sim","Sim","C"
656,36,"Feminino","Alto","Moda",13,22,"Médio","Sim","Sim","D"
657,57,"Feminino","Médio","Beleza",5,32,"Médio","Sim","Sim","E"
658,35,"Feminino","Baixo","Moda",3,20,"Baixo","Não","Não","B"
659,37,"Feminino","Médio","Esportes",9,30,"Médio","Não","Não","E"
660,45,"Masculino","Alto","Esportes",2,12,"Alto","Não","Sim","B"
661,53,"Feminino","Médio","Beleza",6,16,"Médio","Não","Não","A"
662,45,"Feminino","Médio","Beleza",16,25,"Médio","Não","Não","D"
663,53,"Masculino","Baixo","Casa",2,12,"Alto","Não","Sim","A"
664,38,"Feminino","Baixo","Moda",23,21,"Médio","Sim","Sim","D"
665,54,"Masculino","Baixo","Beleza",4,19,"Alto","Não","Sim","E"
666,61,"Masculino","Médio","Esportes",4,19,"Baixo","Sim","Sim","B"
667,44,"Feminino","Baixo","Moda",3,27,"Baixo","Sim","Não","C"
668,58,"Masculino","Médio","Casa",20,14,"Baixo","Sim","Não","B"
